EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevelID,EducationLevel,PerformanceID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
7DA1-A202,Gene,Sends,Female,24,Some Travel,Technology,18,CA,Mixed or multiple ethnic groups,4,Computer Science,Data Scientist,Divorced,28539,2,No,2018-09-02,No,4,1,2,1,4,Masters,PR3722,2020-02-23,Satisfied,Dissatisfied,Neutral,1,3,Dissatisfied,Above and Beyond,Above and Beyond
4875-109B,Molly,Lawdham,Female,23,Some Travel,Sales,40,IL,White,4,Marketing,Sales Executive,Married,52039,0,Yes,2018-09-03,No,4,1,1,0,4,Masters,PR3253,2019-07-23,Very Satisfied,Very Satisfied,Satisfied,2,0,Satisfied,Exceeds Expectation,Meets Expectation
7F61-2397,Felicdad,Seakin,Non-Binary,41,No Travel,Technology,26,CA,White,4,Computer Science,Analytics Manager,Married,283081,1,Yes,2018-09-03,Yes,4,1,3,2,4,Masters,PR2560,2018-09-26,Neutral,Very Satisfied,Dissatisfied,2,0,Neutral,Meets Expectation,Meets Expectation
5B11-3DB3,Melicent,Papworth,Female,24,Some Travel,Sales,43,CA,Asian or Asian American,4,Economics,Sales Executive,Married,144335,0,No,2018-10-11,Yes,0,0,0,0,4,Masters,PR2665,2018-11-25,Neutral,Satisfied,Satisfied,3,3,Neutral,Above and Beyond,Above and Beyond
7A5A-CC91,Anabal,Parkhouse,Female,23,Some Travel,Sales,12,NY,Black or African American,4,Marketing,Sales Executive,Single,45024,0,No,2018-10-17,No,4,0,1,0,4,Masters,PR3318,2019-08-21,Very Satisfied,Neutral,Very Satisfied,3,0,Neutral,Exceeds Expectation,Exceeds Expectation
E72B-64FA,Elnar,Elsby,Male,41,Some Travel,Technology,7,NY,Asian or Asian American,4,Information Systems,Engineering Manager,Divorced,273211,2,No,2018-10-20,No,4,3,4,3,4,Masters,PR4103,2020-06-30,Very Satisfied,Dissatisfied,Dissatisfied,2,1,Neutral,Above and Beyond,Above and Beyond
6542-3E93,Kelley,Yakovl,Male,25,No Travel,Technology,44,CA,American Indian or Alaska Native,4,Information Systems,Machine Learning Engineer,Married,57765,0,No,2018-10-25,No,4,1,3,2,4,Masters,PR3181,2019-06-25,Neutral,Satisfied,Dissatisfied,3,2,Very Satisfied,Above and Beyond,Exceeds Expectation
7823-0217,Germaine,Clubley,Non-Binary,25,Frequent Traveller,Sales,43,CA,White,4,Marketing,Sales Executive,Married,81889,0,Yes,2018-11-02,Yes,0,0,0,0,4,Masters,PR2878,2019-02-28,Neutral,Dissatisfied,Dissatisfied,1,0,Dissatisfied,Exceeds Expectation,Meets Expectation
B148-55FB,Marius,Champkin,Male,38,Frequent Traveller,Technology,23,CA,American Indian or Alaska Native,4,Computer Science,Machine Learning Engineer,Single,231699,0,No,2018-11-06,Yes,1,0,0,0,4,Masters,PR3047,2019-05-01,Neutral,Very Satisfied,Dissatisfied,1,1,Dissatisfied,Above and Beyond,Above and Beyond
BDC5-51CF,Wanids,Mace,Female,25,Frequent Traveller,Sales,3,IL,Mixed or multiple ethnic groups,4,Other,Sales Executive,Single,56163,0,Yes,2018-11-26,Yes,0,0,0,0,4,Masters,PR3171,2019-06-21,Neutral,Satisfied,Neutral,1,1,Satisfied,Above and Beyond,Above and Beyond
B670-21B2,Ellery,Hartopp,Male,24,Frequent Traveller,Sales,3,CA,White,4,Marketing,Sales Executive,Single,70546,0,Yes,2019-01-01,No,3,2,2,0,4,Masters,PR5331,2021-09-23,Very Satisfied,Very Satisfied,Dissatisfied,1,0,Satisfied,Meets Expectation,Needs Improvement
D933-AAC4,Tann,Learmouth,Non-Binary,42,Some Travel,Technology,33,CA,Asian or Asian American,4,Computer Science,Engineering Manager,Married,213191,2,No,2019-01-03,No,3,0,1,2,4,Masters,PR4822,2021-03-30,Very Dissatisfied,Neutral,Neutral,3,1,Satisfied,Above and Beyond,Above and Beyond
4FBA-4591,Sib,Coughan,Female,42,Some Travel,Sales,20,CA,Black or African American,4,Marketing,Sales Executive,Married,241646,3,Yes,2019-01-07,No,3,0,1,3,4,Masters,PR4805,2021-03-25,Dissatisfied,Very Dissatisfied,Satisfied,1,1,Satisfied,Exceeds Expectation,Meets Expectation
0FBB-4ABE,Heywood,Westnage,Male,24,Some Travel,Technology,16,CA,American Indian or Alaska Native,4,Computer Science,Senior Software Engineer,Married,82174,2,No,2019-01-11,No,3,2,2,3,4,Masters,PR5340,2021-09-26,Neutral,Satisfied,Satisfied,1,0,Dissatisfied,Exceeds Expectation,Meets Expectation
B98B-4689,Mordecai,Tetlow,Non-Binary,22,Frequent Traveller,Sales,28,NY,Mixed or multiple ethnic groups,4,Marketing,Sales Executive,Married,39845,2,No,2019-01-13,Yes,1,0,0,0,4,Masters,PR3517,2019-12-08,Satisfied,Very Satisfied,Neutral,3,0,Neutral,Exceeds Expectation,Meets Expectation
284C-8CB0,Dennison,Mouncey,Male,22,Frequent Traveller,Technology,15,NY,American Indian or Alaska Native,4,Computer Science,Software Engineer,Single,40115,0,No,2019-02-01,No,3,3,3,0,4,Masters,PR4782,2021-03-19,Very Satisfied,Neutral,Neutral,3,2,Neutral,Above and Beyond,Above and Beyond
E268-61EB,Dorise,Rossant,Female,21,Some Travel,Technology,39,CA,Asian or Asian American,4,Computer Science,Software Engineer,Married,54130,3,Yes,2019-02-06,Yes,2,1,1,2,4,Masters,PR3216,2019-07-10,Very Satisfied,Satisfied,Satisfied,3,2,Dissatisfied,Exceeds Expectation,Exceeds Expectation
4FD5-CC71,Sibley,Jeans,Female,22,Some Travel,Technology,31,CA,Black or African American,4,Information Systems,Software Engineer,Married,75738,3,Yes,2019-02-23,Yes,3,1,2,0,4,Masters,PR3325,2019-08-27,Neutral,Neutral,Neutral,3,2,Neutral,Above and Beyond,Exceeds Expectation
FAD6-EAA3,Cyrill,Cowle,Male,23,Some Travel,Technology,27,CA,Mixed or multiple ethnic groups,4,Information Systems,Machine Learning Engineer,Divorced,47046,2,Yes,2019-03-03,No,3,2,2,1,4,Masters,PR4977,2021-05-16,Satisfied,Neutral,Neutral,3,2,Neutral,Above and Beyond,Above and Beyond
1799-5B3F,Howey,Woolis,Male,24,Some Travel,Sales,21,CA,Black or African American,4,Marketing,Sales Executive,Married,85118,3,No,2019-03-18,Yes,0,0,0,0,4,Masters,PR2977,2019-04-05,Neutral,Neutral,Neutral,3,2,Very Satisfied,Meets Expectation,Meets Expectation
EDC5-6FB7,Sibelle,Hanse,Female,35,Some Travel,Sales,36,CA,Black or African American,4,Marketing,Manager,Single,396470,0,No,2019-03-22,No,3,3,3,2,4,Masters,PR4581,2021-01-15,Satisfied,Very Satisfied,Neutral,2,1,Neutral,Exceeds Expectation,Meets Expectation
0C37-B7CF,Maximilien,Bodimeade,Male,22,Some Travel,Technology,18,NY,White,4,Information Systems,Senior Software Engineer,Married,68743,0,No,2019-03-23,No,3,0,3,1,4,Masters,PR5358,2021-10-04,Very Satisfied,Neutral,Very Satisfied,3,3,Dissatisfied,Exceeds Expectation,Exceeds Expectation
7F5B-92AD,Urbano,Hinckes,Male,27,Some Travel,Technology,43,CA,White,4,Computer Science,Senior Software Engineer,Single,105702,0,No,2019-03-30,No,3,3,3,1,4,Masters,PR5525,2021-12-12,Neutral,Dissatisfied,Neutral,2,0,Very Satisfied,Exceeds Expectation,Exceeds Expectation
B56D-46CE,Caria,Ingerman,Female,36,Some Travel,Sales,20,IL,Mixed or multiple ethnic groups,4,Economics,Sales Executive,Divorced,220472,1,No,2019-04-03,No,3,1,1,0,4,Masters,PR4615,2021-01-27,Satisfied,Very Satisfied,Neutral,3,0,Dissatisfied,Meets Expectation,Meets Expectation
6B5B-8080,Maxie,Housego,Female,24,Frequent Traveller,Technology,26,CA,Native Hawaiian,4,Other,Software Engineer,Divorced,35885,2,No,2019-04-03,No,3,1,2,2,4,Masters,PR4975,2021-05-15,Neutral,Satisfied,Dissatisfied,1,1,Satisfied,Meets Expectation,Needs Improvement
7EF0-2BF4,Ulrike,Seakes,Female,40,Some Travel,Sales,5,NY,White,4,Marketing,Manager,Married,267834,0,No,2019-04-10,No,3,3,3,0,4,Masters,PR4906,2021-04-24,Satisfied,Very Satisfied,Dissatisfied,1,1,Very Satisfied,Above and Beyond,Above and Beyond
AE73-B863,Jeffry,Wastling,Male,32,Some Travel,Sales,15,NY,Mixed or multiple ethnic groups,4,Technical Degree,Sales Executive,Married,208435,1,No,2019-04-18,No,3,1,2,1,4,Masters,PR4671,2021-02-12,Very Satisfied,Dissatisfied,Dissatisfied,3,1,Dissatisfied,Meets Expectation,Needs Improvement
C8FA-B6FE,Galen,Kabos,Male,23,Some Travel,Technology,30,CA,Mixed or multiple ethnic groups,4,Information Systems,Senior Software Engineer,Single,54171,0,Yes,2019-04-18,No,3,2,3,0,4,Masters,PR4677,2021-02-14,Neutral,Dissatisfied,Dissatisfied,2,0,Very Satisfied,Exceeds Expectation,Meets Expectation
D061-5CAD,Bengt,Smythin,Male,22,No Travel,Technology,25,CA,White,4,Business Studies,Software Engineer,Single,31386,0,No,2019-05-13,No,3,2,2,1,4,Masters,PR5464,2021-11-15,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,3,3,Very Dissatisfied,Meets Expectation,Meets Expectation
BD94-98E0,Darrin,Roo,Male,21,Frequent Traveller,Technology,37,CA,American Indian or Alaska Native,4,Other,Software Engineer,Married,32679,1,No,2019-05-14,No,3,3,3,2,4,Masters,PR4571,2021-01-13,Dissatisfied,Neutral,Very Dissatisfied,1,2,Dissatisfied,Above and Beyond,Above and Beyond
ABB0-9B03,Josi,Ogilvy,Female,21,Some Travel,Technology,44,NY,Black or African American,4,Computer Science,Software Engineer,Married,46366,1,No,2019-05-16,No,3,0,3,0,4,Masters,PR5121,2021-07-05,Neutral,Neutral,Satisfied,3,2,Dissatisfied,Above and Beyond,Exceeds Expectation
F2BA-F63A,Delbert,Holby,Male,21,Some Travel,Sales,21,IL,Black or African American,4,Marketing,Sales Representative,Married,33641,2,No,2019-05-20,No,3,0,3,1,4,Masters,PR5076,2021-06-20,Neutral,Dissatisfied,Satisfied,1,2,Satisfied,Above and Beyond,Exceeds Expectation
6543-091E,Balduin,Vonasek,Male,24,No Travel,Technology,42,CA,White,4,Computer Science,Senior Software Engineer,Married,58717,1,No,2019-05-20,No,3,0,2,1,4,Masters,PR5317,2021-09-15,Very Satisfied,Neutral,Neutral,3,2,Dissatisfied,Above and Beyond,Above and Beyond
6BAB-8D77,Josh,Tomczykowski,Male,35,Some Travel,Technology,8,CA,Black or African American,4,Computer Science,Analytics Manager,Married,405965,1,No,2019-06-07,No,3,1,2,0,4,Masters,PR4585,2021-01-16,Neutral,Very Satisfied,Very Satisfied,3,1,Neutral,Above and Beyond,Above and Beyond
9E8E-F2FF,Dix,Presley,Female,24,No Travel,Sales,10,CA,Mixed or multiple ethnic groups,4,Marketing,Sales Executive,Married,65432,0,No,2019-06-15,No,3,1,2,0,4,Masters,PR5534,2021-12-16,Satisfied,Satisfied,Dissatisfied,1,0,Satisfied,Exceeds Expectation,Exceeds Expectation
EB81-3E51,Laetitia,Muccino,Female,41,Some Travel,Technology,18,CA,Mixed or multiple ethnic groups,4,Information Systems,Senior Software Engineer,Married,268964,1,No,2019-07-01,Yes,3,1,1,0,4,Masters,PR3371,2019-09-26,Neutral,Satisfied,Very Satisfied,1,0,Neutral,Above and Beyond,Above and Beyond
0742-C802,Glennis,Miquelet,Female,24,Frequent Traveller,Technology,30,NY,White,4,Information Systems,Senior Software Engineer,Married,66110,2,Yes,2019-07-24,No,3,2,2,0,4,Masters,PR5014,2021-05-27,Very Satisfied,Satisfied,Very Satisfied,3,3,Very Satisfied,Meets Expectation,Needs Improvement
24FA-A637,Giordano,Baum,Non-Binary,22,Some Travel,Technology,10,NY,Asian or Asian American,4,Computer Science,Data Scientist,Married,28953,1,No,2019-08-01,No,3,1,1,1,4,Masters,PR4529,2020-12-31,Neutral,Very Satisfied,Neutral,2,2,Dissatisfied,Meets Expectation,Needs Improvement
0CFA-28A3,Duff,Rioch,Male,21,Frequent Traveller,Human Resources,42,CA,Black or African American,4,Other,HR Executive,Married,42303,1,Yes,2019-08-13,No,3,2,2,2,4,Masters,PR4707,2021-02-26,Very Satisfied,Neutral,Satisfied,1,0,Very Satisfied,Exceeds Expectation,Exceeds Expectation
1FAC-768D,Elton,Hyrons,Male,24,Frequent Traveller,Technology,44,CA,White,4,Computer Science,Software Engineer,Divorced,61230,1,No,2019-08-17,No,3,2,3,3,4,Masters,PR5562,2021-12-24,Satisfied,Dissatisfied,Very Satisfied,3,0,Dissatisfied,Above and Beyond,Exceeds Expectation
4FAC-96CB,Dwayne,Sturror,Male,24,Some Travel,Sales,9,CA,White,4,Marketing,Sales Executive,Divorced,110542,1,No,2019-08-23,No,3,3,3,2,4,Masters,PR4804,2021-03-25,Satisfied,Neutral,Very Dissatisfied,1,2,Dissatisfied,Exceeds Expectation,Exceeds Expectation
EF95-30A5,Gregoire,Bilbrook,Male,23,Some Travel,Technology,37,CA,White,4,Business Studies,Senior Software Engineer,Single,57603,0,No,2019-09-18,No,3,0,1,1,4,Masters,PR4637,2021-02-02,Neutral,Neutral,Satisfied,3,1,Very Dissatisfied,Exceeds Expectation,Exceeds Expectation
AB3B-98D9,Franky,Dorie,Male,22,Some Travel,Technology,32,CA,White,4,Other,Software Engineer,Married,34823,2,No,2019-10-21,No,3,3,3,3,4,Masters,PR5130,2021-07-08,Neutral,Neutral,Very Satisfied,3,3,Neutral,Meets Expectation,Needs Improvement
43DD-6998,Angelia,Letrange,Female,48,Some Travel,Technology,9,CA,White,4,Business Studies,Analytics Manager,Divorced,517695,1,No,2019-10-29,No,3,2,2,3,4,Masters,PR4594,2021-01-18,Neutral,Neutral,Satisfied,1,0,Very Satisfied,Meets Expectation,Meets Expectation
08E4-D3D5,Olvan,Coatham,Male,21,Some Travel,Technology,25,NY,White,4,Computer Science,Data Scientist,Single,34634,0,No,2019-12-11,Yes,1,1,1,1,4,Masters,PR3946,2020-05-05,Satisfied,Neutral,Dissatisfied,2,1,Dissatisfied,Meets Expectation,Needs Improvement
5A29-B9F4,Nicoli,Shavel,Female,28,Some Travel,Human Resources,14,CA,White,4,Marketing,HR Executive,Single,149734,0,No,2020-01-02,No,2,0,1,1,4,Masters,PR5398,2021-10-23,Satisfied,Dissatisfied,Very Satisfied,3,2,Satisfied,Exceeds Expectation,Exceeds Expectation
5000-8203,Otha,Lehrmann,Female,38,Some Travel,Technology,10,CA,White,4,Information Systems,Analytics Manager,Divorced,445906,2,Yes,2020-01-13,No,2,0,1,2,4,Masters,PR6178,2022-06-22,Neutral,Very Satisfied,Satisfied,2,1,Satisfied,Exceeds Expectation,Exceeds Expectation
626D-4669,Gerardo,Geggus,Male,23,Frequent Traveller,Technology,35,CA,White,4,Information Systems,Senior Software Engineer,Single,51906,0,No,2020-01-14,No,2,1,1,1,4,Masters,PR6506,2022-10-19,Very Dissatisfied,Neutral,Satisfied,1,2,Very Dissatisfied,Meets Expectation,Needs Improvement
A067-9F4F,Murray,Rooms,Male,34,Some Travel,Sales,26,NY,White,4,Marketing,Sales Executive,Married,215246,1,No,2020-01-15,No,2,0,0,0,4,Masters,PR6447,2022-09-26,Neutral,Dissatisfied,Satisfied,3,1,Dissatisfied,Exceeds Expectation,Meets Expectation
9DB8-F763,Marlin,Upcraft,Male,23,Some Travel,Technology,37,CA,White,4,Information Systems,Data Scientist,Married,26406,3,No,2020-01-17,No,2,0,1,0,4,Masters,PR5986,2022-04-25,Very Dissatisfied,Very Dissatisfied,Satisfied,2,2,Neutral,Above and Beyond,Exceeds Expectation
9ED3-ED64,Horatio,Cristoferi,Male,21,Some Travel,Technology,29,NY,White,4,Information Systems,Software Engineer,Divorced,31618,2,No,2020-02-13,No,2,0,2,2,4,Masters,PR5798,2022-03-03,Very Satisfied,Satisfied,Satisfied,1,0,Neutral,Above and Beyond,Above and Beyond
9A9B-630B,Nikolaus,Grimmer,Prefer Not To Say,23,Some Travel,Technology,25,IL,White,4,Information Systems,Machine Learning Engineer,Married,57285,0,No,2020-02-13,No,2,2,2,0,4,Masters,PR5985,2022-04-25,Very Dissatisfied,Dissatisfied,Dissatisfied,2,1,Satisfied,Above and Beyond,Exceeds Expectation
E8D3-CABA,Georg,Nunnery,Male,20,Some Travel,Technology,37,CA,White,4,Computer Science,Data Scientist,Married,35654,2,No,2020-02-27,No,2,2,2,1,4,Masters,PR6131,2022-06-06,Neutral,Satisfied,Neutral,2,3,Satisfied,Above and Beyond,Above and Beyond
6010-A052,Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,4,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,4,Masters,PR3812,2020-03-24,Neutral,Satisfied,Very Satisfied,3,3,Dissatisfied,Above and Beyond,Above and Beyond
0317-B7BC,Ronni,Beechcraft,Female,23,Some Travel,Sales,7,IL,White,4,Marketing,Sales Executive,Married,72622,0,Yes,2020-03-03,No,2,0,2,0,4,Masters,PR6456,2022-09-29,Neutral,Very Satisfied,Satisfied,1,1,Dissatisfied,Meets Expectation,Needs Improvement
AFA8-5058,Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,4,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,4,Masters,PR4210,2020-08-13,Satisfied,Neutral,Neutral,3,1,Neutral,Exceeds Expectation,Meets Expectation
874D-5D4C,Clywd,Burril,Male,40,No Travel,Technology,31,CA,White,4,Computer Science,Analytics Manager,Divorced,456418,1,No,2020-03-09,No,2,0,2,2,4,Masters,PR6246,2022-07-11,Satisfied,Neutral,Dissatisfied,1,1,Dissatisfied,Exceeds Expectation,Meets Expectation
7BA2-EBDE,Borden,McGuiness,Male,31,No Travel,Sales,6,NY,White,4,Marketing,Manager,Single,321244,0,Yes,2020-03-16,No,2,2,2,0,4,Masters,PR6007,2022-04-30,Satisfied,Neutral,Neutral,3,0,Neutral,Above and Beyond,Exceeds Expectation
6C7E-91CB,Jamie,Blazejewski,Male,28,No Travel,Sales,37,IL,White,4,Marketing,Sales Executive,Single,95591,0,No,2020-03-19,No,2,2,2,2,4,Masters,PR6497,2022-10-16,Very Satisfied,Neutral,Very Satisfied,3,3,Very Satisfied,Meets Expectation,Meets Expectation
68D1-F434,Alick,Heasley,Male,40,Frequent Traveller,Technology,1,CA,White,4,Information Systems,Engineering Manager,Divorced,314668,1,No,2020-03-23,No,2,0,2,2,4,Masters,PR5983,2022-04-24,Satisfied,Dissatisfied,Satisfied,2,1,Dissatisfied,Above and Beyond,Above and Beyond
5AD2-3B02,Bourke,Laird-Craig,Male,25,Frequent Traveller,Technology,40,NY,White,4,Business Studies,Senior Software Engineer,Married,67200,3,No,2020-04-05,No,2,2,2,2,4,Masters,PR5713,2022-02-05,Neutral,Satisfied,Very Satisfied,1,0,Neutral,Above and Beyond,Above and Beyond
4049-CF88,Jose,Davydzenko,Male,20,Some Travel,Technology,25,NY,White,4,Information Systems,Data Scientist,Married,40341,1,Yes,2020-04-18,No,2,1,1,2,4,Masters,PR5671,2022-01-25,Very Dissatisfied,Satisfied,Neutral,3,1,Very Dissatisfied,Meets Expectation,Needs Improvement
437C-4AD0,Cosmo,Viney,Male,40,Frequent Traveller,Technology,2,NY,White,4,Computer Science,Analytics Manager,Married,260835,2,No,2020-05-14,No,2,1,2,0,4,Masters,PR6278,2022-07-21,Neutral,Dissatisfied,Satisfied,3,2,Very Satisfied,Meets Expectation,Meets Expectation
03D9-FF08,Lynnette,Portinari,Non-Binary,22,Some Travel,Technology,30,CA,White,4,Other,Software Engineer,Single,44135,0,No,2020-05-15,No,2,0,1,1,4,Masters,PR6225,2022-07-07,Neutral,Very Satisfied,Neutral,3,0,Very Satisfied,Exceeds Expectation,Meets Expectation
A1AB-EE7C,Neala,Spandley,Female,32,Some Travel,Sales,38,CA,White,4,Marketing,Sales Executive,Single,105091,0,No,2020-05-17,No,2,0,0,1,4,Masters,PR6085,2022-05-22,Satisfied,Neutral,Neutral,3,1,Very Satisfied,Exceeds Expectation,Exceeds Expectation
5EE9-CFCF,April,Brunicke,Female,48,Frequent Traveller,Technology,15,CA,White,4,Computer Science,Engineering Manager,Married,309371,0,Yes,2020-05-18,No,2,1,1,1,4,Masters,PR6583,2022-11-16,Satisfied,Dissatisfied,Neutral,2,3,Neutral,Meets Expectation,Meets Expectation
7696-E50D,Mignonne,Dalton,Female,21,Some Travel,Technology,1,NY,White,4,Information Systems,Software Engineer,Married,34133,0,Yes,2020-05-30,No,2,2,2,1,4,Masters,PR6693,2022-12-25,Dissatisfied,Satisfied,Neutral,1,1,Dissatisfied,Above and Beyond,Above and Beyond
576B-6628,Bing,O'Heyne,Male,22,Some Travel,Sales,41,CA,White,4,Economics,Sales Representative,Married,22778,1,No,2020-06-27,No,2,0,2,2,4,Masters,PR5622,2022-01-10,Satisfied,Dissatisfied,Dissatisfied,1,1,Very Satisfied,Above and Beyond,Above and Beyond
BE07-BE80,Clemmie,Heckner,Male,23,Some Travel,Technology,42,CA,White,4,Computer Science,Software Engineer,Single,28824,0,Yes,2020-07-04,No,2,2,2,1,4,Masters,PR6092,2022-05-24,Very Dissatisfied,Satisfied,Satisfied,1,2,Very Dissatisfied,Meets Expectation,Needs Improvement
FADE-8191,Venita,MacCague,Non-Binary,28,Some Travel,Technology,42,NY,White,4,Computer Science,Data Scientist,Married,85987,1,No,2020-07-20,No,2,0,1,0,4,Masters,PR6695,2022-12-26,Very Satisfied,Dissatisfied,Dissatisfied,2,2,Very Satisfied,Above and Beyond,Exceeds Expectation
F877-3BF9,Cozmo,Duncklee,Non-Binary,21,Frequent Traveller,Technology,29,CA,White,4,Information Systems,Software Engineer,Single,61345,0,No,2020-08-07,Yes,1,0,0,0,4,Masters,PR4233,2020-08-20,Satisfied,Neutral,Neutral,2,1,Neutral,Meets Expectation,Meets Expectation
C579-11D1,Benjie,Grosvenor,Male,23,Some Travel,Technology,11,CA,White,4,Information Systems,Data Scientist,Married,22488,1,No,2020-09-04,No,2,2,2,2,4,Masters,PR6363,2022-08-20,Very Satisfied,Very Satisfied,Satisfied,3,1,Satisfied,Above and Beyond,Exceeds Expectation
0172-B5D2,Ketti,Keighley,Female,27,Some Travel,Technology,28,CA,White,4,Computer Science,Machine Learning Engineer,Married,93291,0,No,2020-09-11,No,2,1,2,1,4,Masters,PR6331,2022-08-11,Neutral,Dissatisfied,Satisfied,3,3,Satisfied,Exceeds Expectation,Meets Expectation
63E0-439B,Kirbee,Pawelek,Female,22,Some Travel,Technology,36,CA,White,4,Computer Science,Software Engineer,Single,31072,0,No,2020-09-15,No,2,2,2,1,4,Masters,PR5606,2022-01-06,Very Satisfied,Satisfied,Neutral,1,1,Very Satisfied,Meets Expectation,Meets Expectation
55A7-8D82,Allyn,Glyde,Non-Binary,23,Frequent Traveller,Human Resources,34,NY,White,4,Human Resources,HR Executive,Married,75948,0,No,2020-09-26,No,2,0,0,2,4,Masters,PR6414,2022-09-11,Very Dissatisfied,Neutral,Dissatisfied,3,0,Very Dissatisfied,Exceeds Expectation,Meets Expectation
F3A3-10CE,Jesus,Marde,Male,40,Some Travel,Sales,37,CA,White,4,Marketing,Sales Executive,Single,226512,0,Yes,2020-10-08,Yes,2,1,1,1,4,Masters,PR5190,2021-07-27,Neutral,Dissatisfied,Satisfied,3,2,Satisfied,Meets Expectation,Needs Improvement
DE9A-5E67,Mirabel,Scotter,Female,33,Some Travel,Technology,3,CA,White,4,Computer Science,Engineering Manager,Single,307688,0,No,2020-10-12,No,2,2,2,0,4,Masters,PR6613,2022-11-25,Satisfied,Dissatisfied,Satisfied,3,2,Satisfied,Meets Expectation,Needs Improvement
F126-8059,Wally,Dowse,Male,23,Some Travel,Sales,23,NY,White,4,Marketing,Sales Executive,Divorced,53590,2,No,2020-10-13,No,2,0,2,0,4,Masters,PR6313,2022-08-04,Neutral,Satisfied,Dissatisfied,1,1,Neutral,Exceeds Expectation,Meets Expectation
CFE3-312D,Jess,Hoyte,Male,21,Frequent Traveller,Sales,36,IL,White,4,Other,Sales Executive,Single,46452,0,Yes,2020-11-08,Yes,1,1,1,0,4,Masters,PR4758,2021-03-10,Satisfied,Very Satisfied,Very Satisfied,1,1,Dissatisfied,Above and Beyond,Above and Beyond
E2A0-930A,Federica,Killiner,Female,21,Some Travel,Sales,18,IL,White,4,Economics,Sales Executive,Single,49374,0,No,2020-11-19,No,2,2,2,1,4,Masters,PR5784,2022-02-28,Very Satisfied,Dissatisfied,Very Satisfied,2,1,Dissatisfied,Exceeds Expectation,Meets Expectation
FD95-9EEB,Sasha,Incogna,Male,30,Some Travel,Technology,19,IL,White,4,Business Studies,Data Scientist,Single,96187,0,Yes,2020-11-19,Yes,0,0,0,0,4,Masters,PR5439,2021-11-06,Satisfied,Dissatisfied,Satisfied,1,2,Neutral,Exceeds Expectation,Meets Expectation
9536-9492,Ingelbert,Kennerley,Male,23,Some Travel,Technology,4,NY,White,4,Computer Science,Software Engineer,Divorced,42687,3,Yes,2020-11-21,No,2,2,2,2,4,Masters,PR5596,2022-01-02,Satisfied,Dissatisfied,Dissatisfied,2,1,Dissatisfied,Above and Beyond,Exceeds Expectation
1A7C-19DB,Randi,Oswick,Female,39,Some Travel,Technology,42,CA,White,4,Computer Science,Engineering Manager,Single,539998,0,Yes,2020-11-22,Yes,1,0,0,0,4,Masters,PR4852,2021-04-10,Satisfied,Dissatisfied,Satisfied,3,1,Very Dissatisfied,Exceeds Expectation,Exceeds Expectation
12E5-9BD1,Kessiah,Tallet,Female,36,Some Travel,Technology,10,CA,White,4,Information Systems,Senior Software Engineer,Divorced,297181,1,No,2020-12-24,No,2,2,2,2,4,Masters,PR5600,2022-01-04,Satisfied,Neutral,Satisfied,3,1,Neutral,Exceeds Expectation,Exceeds Expectation
DF94-FD29,Shaughn,Wehden,Male,22,Frequent Traveller,Sales,4,NY,White,4,Marketing,Sales Executive,Single,75816,0,No,2020-12-24,Yes,1,0,0,0,4,Masters,PR5533,2021-12-16,Satisfied,Dissatisfied,Dissatisfied,3,0,Very Satisfied,Above and Beyond,Above and Beyond
04E6-6B61,Rodd,Haddow,Male,29,Some Travel,Sales,17,CA,White,4,Marketing,Sales Executive,Single,140158,0,No,2021-01-04,No,1,0,1,1,4,Masters,PR6454,2022-09-28,Very Satisfied,Dissatisfied,Dissatisfied,3,1,Neutral,Meets Expectation,Needs Improvement
3182-7F44,Bethany,Dawks,Female,21,Some Travel,Technology,19,NY,White,4,Information Systems,Software Engineer,Single,25114,0,No,2021-01-16,No,1,1,1,1,4,Masters,PR5688,2022-01-31,Neutral,Neutral,Neutral,1,0,Dissatisfied,Above and Beyond,Above and Beyond
9758-DE2F,Modestine,Yeowell,Female,28,Some Travel,Technology,15,CA,White,4,Other,Sales Executive,Single,319619,0,Yes,2021-01-26,No,1,1,1,0,4,Masters,PR6579,2022-11-14,Neutral,Very Satisfied,Satisfied,1,3,Very Satisfied,Exceeds Expectation,Exceeds Expectation
10C9-925C,Mechelle,Kyte,Female,22,Some Travel,Technology,40,IL,White,4,Computer Science,Senior Software Engineer,Married,66266,1,No,2021-01-31,No,1,0,1,1,4,Masters,PR6208,2022-06-30,Satisfied,Satisfied,Neutral,1,2,Neutral,Exceeds Expectation,Exceeds Expectation
